id,name,classification,size,special_notes,habitat_hokkaido,habitat_honshu,habitat_shikoku,habitat_kyushu,habitat_islands,type,season,rarity,description,photo_url,observed_date,observed_location,学名,sub-sp
624,ニシブッポウソウ,ブッポウソウ目 ブッポウソウ科 ニシブッポウソウ属,31cm,,0,0,0,0,0,その他,迷鳥,5,,,,,Coracias garrulus,
625,ブッポウソウ,ブッポウソウ目 ブッポウソウ科 ブッポウソウ属,29cm,,0,1,1,1,0,その他,夏鳥,3,,,,,Eurystomus orientalis,
626,オオヨシゴイ,ペリカン目 サギ科,42-48cm,準絶滅危惧(NT),1,1,1,1,1,サギ,夏鳥,3,,,,,Ixobrychus eurhythmus,
627,ササゴイ,ペリカン目 サギ科,40-48cm,,1,1,1,1,1,サギ,夏鳥/留鳥,1,,,,,Butorides striata,
628,タカサゴクロサギ,ペリカン目 サギ科,58-66cm,,0,0,0,0,0,サギ,迷鳥,5,,,,,Ixobrychus flavicollis,
629,ハシブトゴイ,ペリカン目 サギ科,56-58cm,,0,0,0,0,0,サギ,迷鳥,5,,,,,Nycticorax caledonicus,
630,アオサギ,ペリカン目 サギ科 アオサギ属,93cm,,1,1,1,1,1,サギ,留鳥,1,,,,,Ardea cinerea,
631,オニアオサギ,ペリカン目 サギ科 アオサギ属,120cm,,0,0,0,0,0,サギ,迷鳥,5,,,,,Ardea goliath,
632,ダイサギ,ペリカン目 サギ科 アオサギ属,90cm,,1,1,1,1,1,サギ,留鳥,1,,,,,Ardea alba,
633,チュウサギ,ペリカン目 サギ科 アオサギ属,68cm,,1,1,1,1,1,サギ,夏鳥,1,,,,,Egretta intermedia,
634,ムラサキサギ,ペリカン目 サギ科 アオサギ属,85cm,,0,0,0,1,1,サギ,留鳥,4,,,,,Ardea purpurea,
635,アカガシラサギ,ペリカン目 サギ科 アカガシラサギ属,45cm,,0,1,1,1,1,サギ,夏鳥,4,,,,,Ardeola bacchus,
636,アマサギ,ペリカン目 サギ科 アマサギ属,50cm,,1,1,1,1,1,サギ,夏鳥,1,,,,,Bubulcus ibis,
637,ゴイサギ,ペリカン目 サギ科 ゴイサギ属,57.5cm,,1,1,1,1,1,サギ,留鳥,1,,,,,Nycticorax nycticorax,
638,カラシラサギ,ペリカン目 サギ科 コサギ属,65cm,希少野生動植物種;IUCN(VU),1,1,1,1,1,サギ,旅鳥,4,,,,,Egretta eulophotes,
639,クロサギ,ペリカン目 サギ科 コサギ属,62cm,,1,1,1,1,1,サギ,留鳥,2,,,,,Egretta sacra,
640,コサギ,ペリカン目 サギ科 コサギ属,61cm,,1,1,1,1,1,サギ,留鳥,1,,,,,Egretta garzetta,
641,サンカノゴイ,ペリカン目 サギ科 サンカノゴイ属,70cm,IUCN(EN),1,1,1,1,0,サギ,冬鳥,5,,,,,Botaurus stellaris,
642,ズグロミゾゴイ,ペリカン目 サギ科 ミゾゴイ属,49cm,IUCN(VU),0,1,1,1,1,サギ,夏鳥,4,,,,,Gorsachius melanolophus,
643,ミゾゴイ,ペリカン目 サギ科 ミゾゴイ属,49cm,希少野生動植物種;IUCN(EN),0,1,1,1,0,サギ,夏鳥,4,,,,,Gorsachius goisagi,
644,ヨシゴイ,ペリカン目 サギ科 ヨシゴイ属,36cm,,1,1,1,1,0,サギ,夏鳥,2,,,,,Ixobrychus sinensis,
645,リュウキュウヨシゴイ,ペリカン目 サギ科 ヨシゴイ属,38cm,,0,0,0,0,1,サギ,留鳥,4,,,,,Ixobrychus cinnamomeus,
646,クロトキ,ペリカン目 トキ科,60-75cm,絶滅危惧IB類(EN),0,0,0,0,0,サギ,迷鳥/冬鳥,5,,,,,Threskiornis melanocephalus,
647,トキ,ペリカン目 トキ科 トキ属,75cm,特別天然記念物;希少野生動植物種;IUCN(EN),0,1,0,0,1,サギ,留鳥,4,,,,,Nipponia nippon,
648,ブロンズトキ,ペリカン目 トキ科 ブロンズトキ属,60cm,,0,0,0,0,0,サギ,迷鳥,5,,,,,Plegadis falcinellus,
649,クロツラヘラサギ,ペリカン目 トキ科 ヘラサギ属,75cm,希少野生動植物種;IUCN(EN),0,1,1,1,1,サギ,冬鳥,4,,,,,Platalea minor,
650,ヘラサギ,ペリカン目 トキ科 ヘラサギ属,85cm,,1,1,1,1,1,サギ,冬鳥,4,,,,,Platalea leucorodia,
651,ホシバシペリカン,ペリカン目 ペリカン科,125-152cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Pelecanus philippensis,
652,ハイイロペリカン,ペリカン目 ペリカン科 ペリカン属,170cm,IUCN(NT),0,0,0,0,0,海鳥,迷鳥,5,,,,,Pelecanus crispus,
653,モモイロペリカン,ペリカン目 ペリカン科 ペリカン属,160cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Pelecanus onocrotalus,
654,アホウドリ,ミズナギドリ目 アホウドリ科 アホウドリ属,90cm,特別天然記念物;希少野生動植物種;IUCN(VU),1,1,1,1,1,海鳥,冬鳥,5,,,,,Phoebastria albatrus,
655,クロアシアホウドリ,ミズナギドリ目 アホウドリ科 アホウドリ属,75cm,IUCN(NT),1,1,1,1,1,海鳥,夏鳥,3,,,,,Phoebastria nigripes,
656,コアホウドリ,ミズナギドリ目 アホウドリ科 アホウドリ属,80cm,IUCN(NT),1,1,1,1,1,海鳥,夏鳥,3,,,,,Phoebastria immutabilis,
657,ワタリアホウドリ,ミズナギドリ目 アホウドリ科 アホウドリ属,120cm,IUCN(VU),0,0,0,0,0,海鳥,迷鳥,5,,,,,Diomedea exulans,
658,ハイイロアホウドリ,ミズナギドリ目 アホウドリ科 ハイイロアホウドリ属,80cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Phoebetria palpebrata,
659,アシナガウミツバメ,ミズナギドリ目 ウミツバメ科,18-19cm,,1,1,0,0,0,海鳥,旅鳥,4,,,,,Oceanites oceanicus,
660,クロウミツバメ,ミズナギドリ目 ウミツバメ科,24cm,準絶滅危惧(NT),1,1,1,1,1,海鳥,夏鳥,4,,,,,Oceanodroma matsudairae,
661,ヒメクロウミツバメ,ミズナギドリ目 ウミツバメ科,18-21cm,準絶滅危惧(NT),1,1,1,1,1,海鳥,夏鳥,4,,,,,Oceanodroma monorhis,
662,ウミツバメ,ミズナギドリ目 ウミツバメ科 ウミツバメ属,20cm,,1,1,1,1,1,海鳥,夏鳥,3,,,,,Hydrobates monorhis,
663,コシジロウミツバメ,ミズナギドリ目 ウミツバメ科 ウミツバメ属,20cm,,1,1,1,1,1,海鳥,夏鳥,3,,,,,Oceanodroma leucorhoa,
664,ハイイロウミツバメ,ミズナギドリ目 ウミツバメ科 ウミツバメ属,20cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Oceanodroma furcata,
665,オーストンウミツバメ,ミズナギドリ目 ウミツバメ科 オーストンウミツバメ属,25cm,IUCN(VU),0,1,1,1,1,海鳥,留鳥,4,,,,,Oceanodroma tristrami,
666,クロコシジロウミツバメ,ミズナギドリ目 ウミツバメ科 オーストンウミツバメ属,25cm,IUCN(VU),1,1,1,1,1,海鳥,夏鳥,4,,,,,Oceanodroma castro,
667,アカアシミズナギドリ,ミズナギドリ目 ミズナギドリ科,48cm,,0,0,0,0,1,海鳥,旅鳥,4,,,,,Puffinus carneipes,
668,オガサワラヒメミズナギドリ,ミズナギドリ目 ミズナギドリ科,25-30cm,,0,0,0,0,1,海鳥,留鳥,4,,,,,Puffinus bryani,
669,カワリシロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科,38-46cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Pterodroma neglecta,
670,コミズナギドリ,ミズナギドリ目 ミズナギドリ科,25-30cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Puffinus nativitatis,
671,シロハラアカアシミズナギドリ,ミズナギドリ目 ミズナギドリ科,48-51cm,,0,0,0,0,0,海鳥,旅鳥,5,,,,,Puffinus creatopus,
672,ハグロシロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科,41-43cm,,0,0,0,0,0,海鳥,旅鳥,5,,,,,Pterodroma nigripennis,
673,ハジロミズナギドリ,ミズナギドリ目 ミズナギドリ科,43cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Pterodroma solandri,
674,ハワイシロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科,41-43cm,,0,0,0,0,0,海鳥,旅鳥,5,,,,,Pterodroma phaeopygia,
675,ハワイセグロミズナギドリ,ミズナギドリ目 ミズナギドリ科,31-36cm,,0,0,0,0,0,海鳥,旅鳥,5,,,,,Puffinus newelli,
676,マダラシロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科,41-43cm,,0,0,0,0,0,海鳥,旅鳥,5,,,,,Pterodroma inexpectata,
677,マンクスミズナギドリ,ミズナギドリ目 ミズナギドリ科,30-38cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Puffinus puffinus,
678,ミナミオナガミズナギドリ,ミズナギドリ目 ミズナギドリ科,46-47cm,,0,0,0,0,0,海鳥,旅鳥,5,,,,,Puffinus bulleri,
679,オオシロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科 オオシロハラミズナギドリ属,51cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Pterodroma externa,
680,オナガミズナギドリ,ミズナギドリ目 ミズナギドリ科 オナガミズナギドリ属,40cm,,1,1,1,1,1,海鳥,旅鳥,3,,,,,Puffinus pacificus,
681,シロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科 シロハラミズナギドリ属,46cm,,0,0,0,0,0,海鳥,迷鳥,5,,,,,Pterodroma hypoleuca,
682,フルマカモメ,ミズナギドリ目 ミズナギドリ科 フルマカモメ属,48cm,,1,1,0,0,0,海鳥,冬鳥,2,,,,,Fulmarus glacialis,
683,アナドリ,ミズナギドリ目 ミズナギドリ科 ミズナギドリ属,36cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Bulweria bulwerii,
684,オオミズナギドリ,ミズナギドリ目 ミズナギドリ科 ミズナギドリ属,48cm,,1,1,1,1,1,海鳥,夏鳥,2,,,,,Calonectris leucomelas,
685,セグロミズナギドリ,ミズナギドリ目 ミズナギドリ科 ミズナギドリ属,35cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Puffinus lherminieri,
686,ハイイロミズナギドリ,ミズナギドリ目 ミズナギドリ科 ミズナギドリ属,46cm,,1,1,1,1,1,海鳥,旅鳥,3,,,,,Puffinus griseus,
687,ハシボソミズナギドリ,ミズナギドリ目 ミズナギドリ科 ミズナギドリ属,43cm,,1,1,1,1,1,海鳥,旅鳥,2,,,,,Puffinus tenuirostris,
688,ヒメシロハラミズナギドリ,ミズナギドリ目 ミズナギドリ科 ミズナギドリ属,30cm,,1,1,1,1,1,海鳥,旅鳥,4,,,,,Pterodroma longirostris,
689,ミフウズラ,チドリ目 ミフウズラ科,15cm,,0,1,1,1,1,その他,留鳥,3,,,,,Turnix suscitator,
690,ヨタカ,ヨタカ目 ヨタカ科 ヨタカ属,29cm,,1,1,1,1,0,その他,夏鳥,3,,,,,Caprimulgus indicus,
691,アメリカコハクチョウ（コハクチョウ亜種）,カモ目 カモ科 ハクチョウ属,130cm,,1,1,1,1,1,ガンカモ,冬鳥,4,,,,,Cygnus columbianus columbianus,○
692,オオヒシクイ (ヒシクイ亜種),カモ目 カモ科 マガン属,90cm,天然記念物;IUCN(VU),1,1,0,1,0,ガンカモ,冬鳥,3,,,,,Anser fabalis serrirostris,○
693,オーストンオオアカゲラ (オオアカゲラ亜種),キツツキ目 キツツキ科 アカゲラ属,28cm,天然記念物,0,0,0,0,1,キツツキ,留鳥,4,,,,,Dendrocopos leucotos owstoni,○
694,オオカワラヒワ (カワラヒワ亜種),スズメ目 アトリ科 カワラヒワ属,15cm,,1,1,1,1,1,その他,冬鳥,2,,,,,Chloris sinica kawarahiba,○
695,チョウセンウグイス (ウグイス亜種),スズメ目 ウグイス科 ウグイス属,15.5cm,,0,0,0,1,1,ムシクイ,冬鳥,3,,,,,Horornis borealis,○
696,シマエナガ (エナガ亜種),スズメ目 エナガ科 エナガ属,14cm,,1,0,0,0,0,カラ類,留鳥,3,,,,,Aegithalos caudatus japonicus,○
697,ミヤマカケス (カケス亜種),スズメ目 カラス科 カケス属,33cm,,1,0,0,0,0,カラス類,留鳥,2,,,,,Garrulus glandarius brandtii,○
698,ミヤマホシガラス (ホシガラス亜種),スズメ目 カラス科 ホシガラス属,35cm,,1,1,1,1,0,カラス類,冬鳥,3,,,,,Nucifraga caryocatactes macrorhynchos,○
699,エゾコガラ (コガラ亜種),スズメ目 シジュウカラ科 コガラ属,13cm,,1,0,0,0,0,カラ類,留鳥,2,,,,,Poecile montanus restrictus,○
700,アマミヤマガラ (ヤマガラ亜種),スズメ目 シジュウカラ科 ヤマガラ属,14cm,,0,0,0,0,1,カラ類,留鳥,2,,,,,Sittiparus varius amamii,○
701,オーストンヤマガラ (ヤマガラ亜種),スズメ目 シジュウカラ科 ヤマガラ属,14cm,天然記念物,0,0,0,0,1,カラ類,留鳥,3,,,,,Sittiparus varius owstoni,○
702,オリイヤマガラ (ヤマガラ亜種),スズメ目 シジュウカラ科 ヤマガラ属,14cm,,0,0,0,0,1,カラ類,留鳥,3,,,,,Sittiparus varius orii,○
703,シベリアハクセキレイ (ハクセキレイ亜種),スズメ目 セキレイ科 セキレイ属,19cm,,1,1,1,1,1,セキレイ,冬鳥,3,,,,,Motacilla alba baicalensis,○
704,タイワンハクセキレイ(ハクセキレイ亜種),スズメ目 セキレイ科 セキレイ属,19cm,,0,0,0,0,1,セキレイ,留鳥,2,,,,,Motacilla alba ocularis,○
705,ホオジロハクセキレイ (ハクセキレイ亜種),スズメ目 セキレイ科 セキレイ属,21cm,,1,1,1,1,1,セキレイ,冬鳥,2,,,,,Motacilla alba leucopsis,○
706,マミジロツメナガセキレイ(ツメナガセキレイ亜種),スズメ目 セキレイ科 セキレイ属,17cm,,0,0,0,0,0,セキレイ,迷鳥,5,,,,,Motacilla flava simillima ,○
707,ハチジョウツグミ(ツグミ亜種),スズメ目 ツグミ科 ツグミ属,24cm,,0,0,0,0,1,その他,冬鳥,3,,,,,Turdus naumanni eunomus ,○
708,ホントウアカヒゲ(アカヒゲ亜種),スズメ目 ヒタキ科 アカヒゲ属,14cm,天然記念物;IUCN(EN),0,0,0,0,1,ヒタキ,留鳥,4,,,,,Larvivora komadori namiyei ,○
709,シチトウメジロ (メジロ亜種),スズメ目 メジロ科 メジロ属,12cm,,0,0,0,0,1,その他,留鳥,2,,,,,Zosterops japonicus stejnegeri,○
710,リュウキュウメジロ (メジロ亜種),スズメ目 メジロ科 メジロ属,12cm,,0,0,0,0,1,その他,留鳥,2,,,,,Zosterops japonicus loochooensis,○
711,シマアカモズ (アカモズ亜種),スズメ目 モズ科 モズ属,19cm,,1,1,1,1,1,その他,旅鳥,4,,,,,Lanius cristatus lucionensis,○
712,オガサワラノスリ (ノスリの亜種),タカ目 タカ科 ノスリ属,50cm,天然記念物;希少野生動植物種;IUCN(VU),0,0,0,0,1,猛禽,留鳥,4,,,,,Buteo buteo toyoshimai ,○
713,エゾハイタカ (ハイタカ亜種),タカ目 タカ科 ハイタカ属,35cm,,1,1,1,1,1,猛禽,冬鳥,3,,,,,Accipiter nisus nisosimilis,○
714,シベリアハヤブサ (ハヤブサ亜種),ハヤブサ目 ハヤブサ科 ハヤブサ属,45cm,希少野生動植物種,1,1,1,1,1,猛禽,冬鳥,3,,,,,Falco peregrinus calidus,○
715,リュウキュウアオバズク (アオバズク亜種),フクロウ目 フクロウ科 アオバズク属,29cm,,0,0,0,0,1,猛禽,留鳥,2,,,,,Ninox scutulata totogo,○
716,エゾフクロウ (フクロウ亜種),フクロウ目 フクロウ科 フクロウ属,50cm,,1,0,0,0,0,猛禽,留鳥,2,,,,,Strix uralensis japonica,○
717,オオアオサギ (アオサギ亜種),ペリカン目 サギ科 アオサギ属,115cm,,0,0,0,0,0,サギ,迷鳥,5,,,,,Ardea herodias fannini,○
718,インドハッカ,スズメ目 ムクドリ科 ハッカチョウ属,25cm,外来種,0,1,1,1,1,その他,留鳥,2,,,,,Acridotheres tristis,
719,オナガダルマインコ,オウム目 インコ科 ダルマインコ属,40cm,外来種,0,1,0,0,0,その他,留鳥,3,,,,,Psittacula longicauda,
720,ガビチョウ,スズメ目 チメドリ科 ガビチョウ属,25cm,外来種,0,1,1,1,0,その他,留鳥,2,,,,,Garrulax canorus,
721,コウヨウチョウ,スズメ目 カエデチョウ科 コウヨウチョウ属,11cm,外来種,0,1,0,0,0,その他,留鳥,4,,,,,Amandava amandava,
722,コクホウジャク,スズメ目 ハタオリドリ科 ホウジャク属,17cm,外来種,0,0,0,1,1,その他,留鳥,4,,,,,Euplectes afer,
723,コシジロキンパラ,スズメ目 カエデチョウ科 キンパラ属,11cm,外来種,0,0,0,0,1,その他,留鳥,2,,,,,Lonchura striata,
724,シロガシラ,スズメ目 ヒヨドリ科 シロガシラ属,19cm,外来種,0,0,1,1,1,その他,留鳥,2,,,,,Pycnonotus sinensis,
725,ズグロキンパラ,スズメ目 カエデチョウ科 キンパラ属,11cm,外来種,0,0,0,0,1,その他,留鳥,2,,,,,Lonchura atricapilla,
726,ソウシチョウ,スズメ目 チメドリ科 ソウシチョウ属,15cm,外来種,0,1,1,1,0,その他,留鳥,2,,,,,Leiothrix lutea,
727,ドバト,ハト目 ハト科 カワラバト属,33cm,外来種,1,1,1,1,1,ハト,留鳥,1,,,,,Columba livia var. domestica,
728,ハッカチョウ,スズメ目 ムクドリ科 ハッカチョウ属,26cm,外来種,0,1,1,1,1,その他,留鳥,3,,,,,Acridotheres cristatellus,
729,ハワイガン,カモ目 カモ科 コクガン属,66cm,外来種,0,1,0,0,0,ガンカモ,留鳥,5,,,,,Branta sandvicensis,
730,ホオジロガビチョウ,スズメ目 チメドリ科 ガビチョウ属,24cm,外来種,0,1,0,0,0,その他,留鳥,2,,,,,Garrulax leucolophus,
731,ワカケホンセイインコ,オウム目 インコ科 ホンセイインコ属,40cm,外来種,0,1,0,0,0,その他,留鳥,2,,,,,Psittacula krameri,
732,コジュケイ,キジ目 キジ科 コジュケイ属,27cm,狩猟鳥;外来種,0,1,1,1,0,その他,留鳥,1,,,,,Bambusicola thoracicus,
